118.78917532120484, ,118.9000015258789
118.60639484403181, ,118.31999969482422
118.60065293537532, ,118.0199966430664
118.33184600104344, ,116.08999633789062
117.3504182806909, ,116.5199966430664
116.73227152166938, ,116.47000122070312
116.20109450626272, ,115.27999877929688
115.93502281406106, ,115.47000122070312
115.57880864249564, ,115.62000274658203
115.29269911931799, ,116.02999877929688
115.57577133457293, ,115.81999969482422
115.71469392456218, ,116.7699966430664
116.13357670583665, ,117.29000091552734
116.58989071767856, ,118.11000061035156
117.40714068860936, ,118.08000183105469
117.87435752171355, ,118.23999786376953
118.21391247192595, ,119.26000213623047
118.62254604906528, ,119.30999755859375
119.06131992340521, ,118.91999816894531
119.30167318696647, ,119.87999725341797
119.51883252320133, ,119.79000091552734
119.686739861432, ,120.69000244140625
120.30913002219258, ,120.75
120.60949889890122, ,120.6500015258789
120.89981150266587, ,120.4000015258789
120.78269662197255, ,120.58999633789062
120.71105907177235, ,119.6500015258789
120.33917518451986, ,119.51000213623047
120.0076641592047, ,119.86000061035156
119.73246607546004, ,121.30999755859375
120.30532846224382, ,122.20999908447266
121.2448907399987, ,122.79000091552734
122.26773455416149, ,121.91999816894531
122.46870340213638, ,120.9800033569336
122.02017426132993, ,121.87000274658203
121.67885905728969, ,122.48999786376953
121.86692029481122, ,122.30000305175781
122.32656025051901, ,122.76000213623047
122.63150145786274, ,122.20999908447266
122.52004411935744, ,122.66999816894531
122.64200650744546, ,122.29000091552734
122.46563816839026, ,122.73999786376953
122.64724803415615, ,124.69000244140625
123.35316429375224, ,124.41999816894531
124.09888313124128, ,124.36000061035156
124.66217516265692, ,125.81999969482422
125.04633294442642, ,126.05999755859375
125.60806037218326, ,127.45999908447266
126.68464205468119, ,126.80999755859375
127.0128051388341, ,128.1300048828125
127.72632513779513, ,127.97000122070312
127.88764779734394, ,126.19000244140625
127.65463171455868, ,126.55999755859375
127.07864977201368, ,125.61000061035156
126.22116402436471, ,126.16000366210938
126.19525478429813, ,125.52999877929688
125.81739788401015, ,124.36000061035156
125.36461297093035, ,124.62000274658203
124.8091864517193, ,123.62000274658203
124.1234966854262, ,122.68000030517578
123.52473955001011, ,123.23999786376953
123.02956083583969, ,124.52999877929688
123.34751713084518, ,123.13999938964844
123.51695089954677, ,121.9800033569336
123.0765672616531, ,122.20999908447266
122.25738827689327, ,121.58000183105469
121.71647426588218, ,120.7699966430664
121.30401539631684, ,120.83000183105469
120.83572844230684, ,121.16999816894531
120.70961773208955, ,120.5199966430664
120.64751777609615, ,121.08999633789062
120.76458102555304, ,122.08000183105469
121.10346952573202, ,122.4000015258789
121.78822622927419, ,122.79000091552734
122.40408062474637, ,122.88999938964844
122.70434898502435, ,123.81999969482422
123.21647658987666, ,122.97000122070312
